user_id,month,risk_probability,risk_level,financial_pressure,intervention,intervention_priority,cate,recommendation_status,explanation,model_drivers,intervention_description
72,2026-09-01,0.633761211936498,HIGH,STABLE,SAVINGS_REINFORCEMENT,4,-0.1048421743999402,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
74,2026-09-01,0.4942260668190762,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.0018187483855154,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
108,2026-09-01,0.5620163804816926,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.1204711475851168,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
114,2026-09-01,0.5751499266377788,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,0.0552536893143804,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
119,2026-09-01,0.46249505056576506,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.179239177624347,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
134,2026-09-01,0.45803541334850484,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.1531039535087635,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
148,2026-09-01,0.6000650954598018,HIGH,OBLIGATION_PRESSURE,OBLIGATION_MANAGEMENT,3,-0.2767060441963703,STRONG_SIMULATED_SUPPORT,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The recent balance trajectory is declining.,,Review recurring obligations and reduce near-term payment pressure.
151,2026-09-01,0.5668946849668899,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.0608958662001426,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
153,2026-09-01,0.5451322258101814,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.1277891112398662,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
160,2026-09-01,0.5104279853445062,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.1686869177452215,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
164,2026-09-01,0.4829519799446901,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,0.0317580642812623,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
165,2026-09-01,0.5799065276743213,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,0.0001455349748386,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
172,2026-09-01,0.5182917615805096,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.0396089222265247,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
174,2026-09-01,0.49259670001945954,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,0.1544137552588169,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
179,2026-09-01,0.6029817904164767,HIGH,OBLIGATION_PRESSURE,OBLIGATION_MANAGEMENT,3,-0.1195246083019634,STRONG_SIMULATED_SUPPORT,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The recent balance trajectory is declining.,,Review recurring obligations and reduce near-term payment pressure.
192,2026-09-01,0.6576728331359281,HIGH,STABLE,SAVINGS_REINFORCEMENT,4,0.0441235201679985,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
199,2026-09-01,0.5001896135968968,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.0867809509865317,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
202,2026-09-01,0.6778446481775136,HIGH,OBLIGATION_PRESSURE,OBLIGATION_MANAGEMENT,3,-0.1270545208622821,STRONG_SIMULATED_SUPPORT,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The recent balance trajectory is declining.,,Review recurring obligations and reduce near-term payment pressure.
206,2026-09-01,0.6413347722917226,HIGH,STABLE,SAVINGS_REINFORCEMENT,4,-0.1058112568068711,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
209,2026-09-01,0.5231580945456585,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,0.2236844308956921,MONITOR,Expense pressure is elevated. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
212,2026-09-01,0.6671784845533129,HIGH,OBLIGATION_PRESSURE,OBLIGATION_MANAGEMENT,3,-0.2533641439708911,STRONG_SIMULATED_SUPPORT,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The recent balance trajectory is declining.,,Review recurring obligations and reduce near-term payment pressure.
222,2026-09-01,0.6753599163092725,HIGH,STABLE,SAVINGS_REINFORCEMENT,4,-0.0375602121724711,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
232,2026-09-01,0.7325333214285714,HIGH,SPENDING_PRESSURE,SPENDING_CONTROL,2,-0.1340869908106686,STRONG_SIMULATED_SUPPORT,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The recent balance trajectory is declining.,,Reduce discretionary spending and slow spending growth.
240,2026-09-01,0.5169527419662883,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,0.0439490980238399,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
241,2026-09-01,0.6713722553735957,HIGH,STABLE,SAVINGS_REINFORCEMENT,4,0.009706613289146,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
242,2026-09-01,0.5806541671300652,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.1898096948162427,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
245,2026-09-01,0.4786299626225423,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.2035531371648308,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
250,2026-09-01,0.46774406030564686,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.2421186146437496,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
252,2026-09-01,0.608655986489626,HIGH,STABLE,SAVINGS_REINFORCEMENT,4,-0.1024969063333109,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
255,2026-09-01,0.563462817977467,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,0.124709040093539,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
261,2026-09-01,0.5749139963320777,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,0.0030389429151707,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
264,2026-09-01,0.709742528654496,HIGH,OBLIGATION_PRESSURE,OBLIGATION_MANAGEMENT,3,0.1621629992015755,RULE_BASED_RECOMMENDATION,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The recent balance trajectory is declining.,,Review recurring obligations and reduce near-term payment pressure.
273,2026-09-01,0.5544717244842501,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,0.2167958615244602,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
275,2026-09-01,0.5945773667357953,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,0.1174931725777212,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
276,2026-09-01,0.6882791455191002,HIGH,OBLIGATION_PRESSURE,OBLIGATION_MANAGEMENT,3,-0.0060630005288575,SIMULATED_SUPPORT,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The recent balance trajectory is declining.,,Review recurring obligations and reduce near-term payment pressure.
284,2026-09-01,0.49844471862547973,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.036387251747082,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
285,2026-09-01,0.5173948111713703,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.0450188902495679,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
286,2026-09-01,0.6287004871500895,HIGH,STABLE,SAVINGS_REINFORCEMENT,4,0.0210273569597385,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
296,2026-09-01,0.6711334961219749,HIGH,OBLIGATION_PRESSURE,OBLIGATION_MANAGEMENT,3,-0.1377755459076253,STRONG_SIMULATED_SUPPORT,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The recent balance trajectory is declining.,,Review recurring obligations and reduce near-term payment pressure.
320,2026-09-01,0.5766477648464121,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,0.0307440076904649,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
330,2026-09-01,0.4734677859072178,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.0265770682734597,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
331,2026-09-01,0.5342643978403329,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,0.0432917912495085,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
333,2026-09-01,0.7303012304613214,HIGH,LIQUIDITY_PRESSURE,LIQUIDITY_PROTECTION,1,0.1947275102282451,RULE_BASED_RECOMMENDATION,Cash buffer is below 50% of the reference level. | Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Protect available cash and preserve a minimum liquidity buffer.
359,2026-09-01,0.5354045875219866,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,0.0572415501389918,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
360,2026-09-01,0.5040910304678724,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,0.0067099722821633,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
364,2026-09-01,0.7127737126851506,HIGH,STABLE,SAVINGS_REINFORCEMENT,4,0.1200570475001968,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
373,2026-09-01,0.45213357650934805,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.1462167939597243,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
375,2026-09-01,0.5443714528291499,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.1212281292288495,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
380,2026-09-01,0.6646407804568323,HIGH,STABLE,SAVINGS_REINFORCEMENT,4,-0.0600588207968441,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
383,2026-09-01,0.6379784325301623,HIGH,STABLE,SAVINGS_REINFORCEMENT,4,0.0427857313265932,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
384,2026-09-01,0.4781574832752585,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.1506727294088065,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
389,2026-09-01,0.5769894681501567,MODERATE,OBLIGATION_PRESSURE,OBLIGATION_MANAGEMENT,3,-0.0086907974064439,SIMULATED_SUPPORT,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The recent balance trajectory is declining.,,Review recurring obligations and reduce near-term payment pressure.
394,2026-09-01,0.5073583520105567,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,0.1210402457256818,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
396,2026-09-01,0.6364620111152738,HIGH,OBLIGATION_PRESSURE,OBLIGATION_MANAGEMENT,3,-0.039807836218493,SIMULATED_SUPPORT,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The recent balance trajectory is declining.,,Review recurring obligations and reduce near-term payment pressure.
402,2026-09-01,0.5166473649490902,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.1300127926303682,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
405,2026-09-01,0.5758399578479014,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,0.0313670784403658,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
406,2026-09-01,0.5676019273854279,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.0868425615743805,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
409,2026-09-01,0.5460783071547026,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,0.1543298914351852,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
417,2026-09-01,0.5258695012046738,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.137028053088383,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
446,2026-09-01,0.5994933742926303,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,0.0280110295471907,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
451,2026-09-01,0.5292232097900158,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.1673101422768798,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
457,2026-09-01,0.5920267140218571,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,0.0219158321489948,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
458,2026-09-01,0.4487439024466147,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.039562157262829,MONITOR,Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
459,2026-09-01,0.5706250644604967,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,0.1613273782334737,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
488,2026-09-01,0.5181606934169085,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.1838575836093582,MONITOR,Expense pressure is elevated. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
490,2026-09-01,0.5475445104169008,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,0.0902543792298496,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
492,2026-09-01,0.5674860411023015,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,3.378954883115348e-07,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
493,2026-09-01,0.5166689847703658,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,0.14425634501539,MONITOR,Spending is growing faster than the configured threshold. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
501,2026-09-01,0.7284383145795574,HIGH,SPENDING_PRESSURE,SPENDING_CONTROL,2,0.1172536420018872,RULE_BASED_RECOMMENDATION,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The recent balance trajectory is declining.,,Reduce discretionary spending and slow spending growth.
503,2026-09-01,0.6608299339228872,HIGH,SPENDING_PRESSURE,SPENDING_CONTROL,2,0.1329936565463169,RULE_BASED_RECOMMENDATION,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The recent balance trajectory is declining.,,Reduce discretionary spending and slow spending growth.
509,2026-09-01,0.7219715262784059,HIGH,SPENDING_PRESSURE,SPENDING_CONTROL,2,-0.0279687018816312,SIMULATED_SUPPORT,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The recent balance trajectory is declining.,,Reduce discretionary spending and slow spending growth.
510,2026-09-01,0.5721419310421113,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.090649051991391,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
525,2026-09-01,0.6171460369821432,HIGH,STABLE,SAVINGS_REINFORCEMENT,4,-0.0696983229151387,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
531,2026-09-01,0.5819136269569056,MODERATE,SPENDING_PRESSURE,SPENDING_CONTROL,2,0.0469183449890352,RULE_BASED_RECOMMENDATION,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Reduce discretionary spending and slow spending growth.
541,2026-09-01,0.5113732073127695,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.1031283111834816,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
547,2026-09-01,0.5125162514730186,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.0753933507938201,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
563,2026-09-01,0.4964489496013938,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.071001730456897,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
565,2026-09-01,0.6084168930761407,HIGH,STABLE,SAVINGS_REINFORCEMENT,4,-0.0315703049927314,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
571,2026-09-01,0.7057366148108606,HIGH,STABLE,SAVINGS_REINFORCEMENT,4,0.1360634381233245,MONITOR,Cash buffer is below 50% of the reference level. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
585,2026-09-01,0.5295958197724717,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.172617929092322,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
613,2026-09-01,0.4552457674196121,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.0637956256787397,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
636,2026-09-01,0.45498290069550373,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.079589419813684,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
646,2026-09-01,0.5466650424411544,MODERATE,SPENDING_PRESSURE,SPENDING_CONTROL,2,0.0330653725707688,RULE_BASED_RECOMMENDATION,Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Reduce discretionary spending and slow spending growth.
653,2026-09-01,0.47624064564659574,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,-0.1375573097408355,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a strong negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
656,2026-09-01,0.5917622875341224,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,0.13903625954973,MONITOR,Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
659,2026-09-01,0.6523485393020145,HIGH,STABLE,SAVINGS_REINFORCEMENT,4,-0.0156955296706888,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure. | The assigned intervention has a negative estimated CATE in the synthetic experiment.,,Maintain current financial behavior and reinforce savings.
668,2026-09-01,0.5761229544662264,MODERATE,STABLE,SAVINGS_REINFORCEMENT,4,0.0516451075452777,MONITOR,Expense pressure is elevated. | Spending is growing faster than the configured threshold. | Spending is above the user's historical baseline. | Recurring financial obligations contribute to monthly pressure.,,Maintain current financial behavior and reinforce savings.
